InstanceType,AcceleratorName,AcceleratorCount,vCPUs,MemoryGiB,GpuInfo,Price,SpotPrice,Region,AvailabilityZone,Generation,Arch
PNV4.14XLARGE232,A10,2,56,232,"A10 x2, family PNV4",2.95458,,ap-nanjing,ap-nanjing-3,PNV4,
GNV4.12XLARGE176,A10,4,48,176,"A10 x4, family GNV4",4.87968,,ap-nanjing,ap-nanjing-3,GNV4,
PNV4.28XLARGE466,A10,4,112,466,"A10 x4, family PNV4",5.9133,,ap-nanjing,ap-nanjing-3,PNV4,
GNV4.24XLARGE352,A10,8,96,352,"A10 x8, family GNV4",9.69312,,ap-nanjing,ap-nanjing-3,GNV4,
PNV4.56XLARGE932,A10,8,224,932,"A10 x8, family PNV4",11.82246,,ap-nanjing,ap-nanjing-3,PNV4,
GNV4.48XLARGE704,A10,16,192,704,"A10 x16, family GNV4",19.31862,,ap-nanjing,ap-nanjing-3,GNV4,
GI1.10XLARGE160,Intel SG1,4,42,160,"Intel SG1 x4, family GI1",2.59164,,ap-nanjing,ap-nanjing-3,GI1,
GI1.21XLARGE320,Intel SG1,8,84,320,"Intel SG1 x8, family GI1",5.17776,,ap-nanjing,ap-nanjing-3,GI1,
GN7.2XLARGE32,T4,1,8,32,"T4 x1, family GN7",1.20198,,ap-nanjing,ap-nanjing-3,GN7,
GN7.5XLARGE80,T4,1,20,80,"T4 x1, family GN7",1.92096,,ap-nanjing,ap-nanjing-3,GN7,
GN7.8XLARGE128,T4,1,32,128,"T4 x1, family GN7",2.63994,,ap-nanjing,ap-nanjing-3,GN7,
GN7.10XLARGE160,T4,2,40,160,"T4 x2, family GN7",3.83778,,ap-nanjing,ap-nanjing-3,GN7,
GN7.20XLARGE320,T4,4,80,320,"T4 x4, family GN7",7.67004,,ap-nanjing,ap-nanjing-3,GN7,
PTX1.7XLARGE116,Tencent Zixiao C100,1,28,116,"Tencent Zixiao C100 x1, family PTX1",1.5111,,ap-nanjing,ap-nanjing-3,PTX1,
PTX1.14XLARGE232,Tencent Zixiao C100,2,56,232,"Tencent Zixiao C100 x2, family PTX1",3.01944,,ap-nanjing,ap-nanjing-3,PTX1,
PTX1.28XLARGE464,Tencent Zixiao C100,4,112,464,"Tencent Zixiao C100 x4, family PTX1",6.03336,,ap-nanjing,ap-nanjing-3,PTX1,
PTX1.56XLARGE928,Tencent Zixiao C100,8,224,928,"Tencent Zixiao C100 x8, family PTX1",12.06258,,ap-nanjing,ap-nanjing-3,PTX1,
GN10X.2XLARGE40,V100,1,8,40,"V100 x1, family GN10X",2.49366,,ap-nanjing,ap-nanjing-3,GN10X,
GN10Xp.2XLARGE40,V100,1,10,40,"V100 x1, family GN10Xp",1.65738,,ap-nanjing,ap-nanjing-3,GN10Xp,
GN10X.4XLARGE80,V100,2,18,80,"V100 x2, family GN10X",5.03976,,ap-nanjing,ap-nanjing-3,GN10X,
GN10Xp.5XLARGE80,V100,2,20,80,"V100 x2, family GN10Xp",3.31062,,ap-nanjing,ap-nanjing-3,GN10Xp,
GN10X.9XLARGE160,V100,4,36,160,"V100 x4, family GN10X",10.07538,,ap-nanjing,ap-nanjing-3,GN10X,
GN10Xp.10XLARGE160,V100,4,40,160,"V100 x4, family GN10Xp",6.6171,,ap-nanjing,ap-nanjing-3,GN10Xp,
GN10X.18XLARGE320,V100,8,72,320,"V100 x8, family GN10X",20.14662,,ap-nanjing,ap-nanjing-3,GN10X,
GN10Xp.20XLARGE320,V100,8,80,320,"V100 x8, family GN10Xp",13.23006,,ap-nanjing,ap-nanjing-3,GN10Xp,
GN7.2XLARGE32,T4,1,8,32,"T4 x1, family GN7",0.85698,,ap-seoul,ap-seoul-1,GN7,
GN7.5XLARGE80,T4,1,20,80,"T4 x1, family GN7",1.36896,,ap-seoul,ap-seoul-1,GN7,
GN7.8XLARGE128,T4,1,32,128,"T4 x1, family GN7",1.88094,,ap-seoul,ap-seoul-1,GN7,
GN7.10XLARGE160,T4,2,40,160,"T4 x2, family GN7",2.73378,,ap-seoul,ap-seoul-1,GN7,
GN7.20XLARGE320,T4,4,80,320,"T4 x4, family GN7",5.4648,,ap-seoul,ap-seoul-1,GN7,
GN7.2XLARGE32,T4,1,8,32,"T4 x1, family GN7",0.85698,,ap-seoul,ap-seoul-2,GN7,
GN7.5XLARGE80,T4,1,20,80,"T4 x1, family GN7",1.36896,,ap-seoul,ap-seoul-2,GN7,
GN7.8XLARGE128,T4,1,32,128,"T4 x1, family GN7",1.88094,,ap-seoul,ap-seoul-2,GN7,
GN7.10XLARGE160,T4,2,40,160,"T4 x2, family GN7",2.73378,,ap-seoul,ap-seoul-2,GN7,
GN7.20XLARGE320,T4,4,80,320,"T4 x4, family GN7",5.4648,,ap-seoul,ap-seoul-2,GN7,
GN10Xp.2XLARGE40,V100,1,10,40,"V100 x1, family GN10Xp",2.7324,,ap-seoul,ap-seoul-2,GN10Xp,
GN10Xp.5XLARGE80,V100,2,20,80,"V100 x2, family GN10Xp",5.45928,,ap-seoul,ap-seoul-2,GN10Xp,
GN10Xp.10XLARGE160,V100,4,40,160,"V100 x4, family GN10Xp",10.9158,,ap-seoul,ap-seoul-2,GN10Xp,
GN10Xp.20XLARGE320,V100,8,80,320,"V100 x8, family GN10Xp",21.82746,,ap-seoul,ap-seoul-2,GN10Xp,
GN6S.LARGE20,P4,1,4,20,"P4 x1, family GN6S",0.96462,,ap-shanghai,ap-shanghai-2,GN6S,
GN6S.2XLARGE40,P4,2,8,40,"P4 x2, family GN6S",1.92234,,ap-shanghai,ap-shanghai-2,GN6S,
GN7.2XLARGE32,T4,1,8,32,"T4 x1, family GN7",1.20474,,ap-shanghai,ap-shanghai-2,GN7,
GN7.5XLARGE80,T4,1,20,80,"T4 x1, family GN7",1.92372,,ap-shanghai,ap-shanghai-2,GN7,
GN7.8XLARGE128,T4,1,32,128,"T4 x1, family GN7",2.6427,,ap-shanghai,ap-shanghai-2,GN7,
GN7vi.5XLARGE80,T4,1,20,80,"T4 x1, family GN7vi",3.72048,,ap-shanghai,ap-shanghai-2,GN7vi,
GN7.10XLARGE160,T4,2,40,160,"T4 x2, family GN7",3.84054,,ap-shanghai,ap-shanghai-2,GN7,
GN7vi.10XLARGE160,T4,2,40,160,"T4 x2, family GN7vi",7.43406,,ap-shanghai,ap-shanghai-2,GN7vi,
GN7.20XLARGE320,T4,4,80,320,"T4 x4, family GN7",7.6728,,ap-shanghai,ap-shanghai-2,GN7,
GN7vi.20XLARGE320,T4,4,80,320,"T4 x4, family GN7vi",14.85984,,ap-shanghai,ap-shanghai-2,GN7vi,
PTX1.7XLARGE116,Tencent Zixiao C100,1,28,116,"Tencent Zixiao C100 x1, family PTX1",1.68084,,ap-shanghai,ap-shanghai-2,PTX1,
PTX1.14XLARGE232,Tencent Zixiao C100,2,56,232,"Tencent Zixiao C100 x2, family PTX1",3.35616,,ap-shanghai,ap-shanghai-2,PTX1,
PTX1.28XLARGE464,Tencent Zixiao C100,4,112,464,"Tencent Zixiao C100 x4, family PTX1",6.70404,,ap-shanghai,ap-shanghai-2,PTX1,
PTX1.56XLARGE928,Tencent Zixiao C100,8,224,928,"Tencent Zixiao C100 x8, family PTX1",13.40118,,ap-shanghai,ap-shanghai-2,PTX1,
GN10X.2XLARGE40,V100,1,8,40,"V100 x1, family GN10X",2.49642,,ap-shanghai,ap-shanghai-2,GN10X,
GN10Xp.2XLARGE40,V100,1,10,40,"V100 x1, family GN10Xp",1.66014,,ap-shanghai,ap-shanghai-2,GN10Xp,
GN10Xp.5XLARGE80,V100,2,20,80,"V100 x2, family GN10Xp",3.31338,,ap-shanghai,ap-shanghai-2,GN10Xp,
GN10X.9XLARGE160,V100,4,36,160,"V100 x4, family GN10X",10.07814,,ap-shanghai,ap-shanghai-2,GN10X,
GN10Xp.10XLARGE160,V100,4,40,160,"V100 x4, family GN10Xp",6.61986,,ap-shanghai,ap-shanghai-2,GN10Xp,
GN10X.18XLARGE320,V100,8,72,320,"V100 x8, family GN10X",20.14938,,ap-shanghai,ap-shanghai-2,GN10X,
GN10Xp.20XLARGE320,V100,8,80,320,"V100 x8, family GN10Xp",13.23282,,ap-shanghai,ap-shanghai-2,GN10Xp,
GNV4.3XLARGE44,A10,1,12,44,"A10 x1, family GNV4",1.4076,,ap-shanghai,ap-shanghai-5,GNV4,
PNV4.7XLARGE116,A10,1,28,116,"A10 x1, family PNV4",1.64634,,ap-shanghai,ap-shanghai-5,PNV4,
GNV4.6XLARGE88,A10,2,24,88,"A10 x2, family GNV4",2.74344,,ap-shanghai,ap-shanghai-5,GNV4,
PNV4.14XLARGE232,A10,2,56,232,"A10 x2, family PNV4",3.2844,,ap-shanghai,ap-shanghai-5,PNV4,
GNV4.12XLARGE176,A10,4,48,176,"A10 x4, family GNV4",5.41788,,ap-shanghai,ap-shanghai-5,GNV4,
PNV4.28XLARGE466,A10,4,112,466,"A10 x4, family PNV4",6.57156,,ap-shanghai,ap-shanghai-5,PNV4,
GNV4.24XLARGE352,A10,8,96,352,"A10 x8, family GNV4",10.76538,,ap-shanghai,ap-shanghai-5,GNV4,
PNV4.56XLARGE932,A10,8,224,932,"A10 x8, family PNV4",13.13622,,ap-shanghai,ap-shanghai-5,PNV4,
GNV4.48XLARGE704,A10,16,192,704,"A10 x16, family GNV4",21.46038,,ap-shanghai,ap-shanghai-5,GNV4,
GT4.4XLARGE96,A100,1,16,96,"A100 x1, family GT4",3.95922,,ap-shanghai,ap-shanghai-5,GT4,
GT4.8XLARGE192,A100,2,32,192,"A100 x2, family GT4",7.91154,,ap-shanghai,ap-shanghai-5,GT4,
GT4.20XLARGE474,A100,4,82,474,"A100 x4, family GT4",16.3944,,ap-shanghai,ap-shanghai-5,GT4,
GT4.41XLARGE948,A100,8,164,948,"A100 x8, family GT4",32.78328,,ap-shanghai,ap-shanghai-5,GT4,
GI3X.8XLARGE64,T4,1,32,64,"T4 x1, family GI3X",1.32894,,ap-shanghai,ap-shanghai-5,GI3X,
GN7.2XLARGE32,T4,1,8,32,"T4 x1, family GN7",1.20474,,ap-shanghai,ap-shanghai-5,GN7,
GN7.5XLARGE80,T4,1,20,80,"T4 x1, family GN7",1.92372,,ap-shanghai,ap-shanghai-5,GN7,
GN7.8XLARGE128,T4,1,32,128,"T4 x1, family GN7",2.6427,,ap-shanghai,ap-shanghai-5,GN7,
GN7vi.5XLARGE80,T4,1,20,80,"T4 x1, family GN7vi",3.72048,,ap-shanghai,ap-shanghai-5,GN7vi,
GI3X.22XLARGE226,T4,2,90,226,"T4 x2, family GI3X",2.65098,,ap-shanghai,ap-shanghai-5,GI3X,
GN7.10XLARGE160,T4,2,40,160,"T4 x2, family GN7",3.84054,,ap-shanghai,ap-shanghai-5,GN7,
GN7vi.10XLARGE160,T4,2,40,160,"T4 x2, family GN7vi",7.43406,,ap-shanghai,ap-shanghai-5,GN7vi,
GI3X.45XLARGE452,T4,4,180,452,"T4 x4, family GI3X",5.29644,,ap-shanghai,ap-shanghai-5,GI3X,
GN7.20XLARGE320,T4,4,80,320,"T4 x4, family GN7",7.6728,,ap-shanghai,ap-shanghai-5,GN7,
GN7vi.20XLARGE320,T4,4,80,320,"T4 x4, family GN7vi",14.85984,,ap-shanghai,ap-shanghai-5,GN7vi,
PTX1.7XLARGE116,Tencent Zixiao C100,1,28,116,"Tencent Zixiao C100 x1, family PTX1",1.68084,,ap-shanghai,ap-shanghai-5,PTX1,
PTX1.14XLARGE232,Tencent Zixiao C100,2,56,232,"Tencent Zixiao C100 x2, family PTX1",3.35616,,ap-shanghai,ap-shanghai-5,PTX1,
PTX1.28XLARGE464,Tencent Zixiao C100,4,112,464,"Tencent Zixiao C100 x4, family PTX1",6.70404,,ap-shanghai,ap-shanghai-5,PTX1,
PTX1.56XLARGE928,Tencent Zixiao C100,8,224,928,"Tencent Zixiao C100 x8, family PTX1",13.40118,,ap-shanghai,ap-shanghai-5,PTX1,
GN10X.2XLARGE40,V100,1,8,40,"V100 x1, family GN10X",2.49642,,ap-shanghai,ap-shanghai-5,GN10X,
GN10Xp.2XLARGE40,V100,1,10,40,"V100 x1, family GN10Xp",1.66014,,ap-shanghai,ap-shanghai-5,GN10Xp,
GN10Xp.5XLARGE80,V100,2,20,80,"V100 x2, family GN10Xp",3.31338,,ap-shanghai,ap-shanghai-5,GN10Xp,
GN10X.9XLARGE160,V100,4,36,160,"V100 x4, family GN10X",10.07814,,ap-shanghai,ap-shanghai-5,GN10X,
GN10Xp.10XLARGE160,V100,4,40,160,"V100 x4, family GN10Xp",6.61986,,ap-shanghai,ap-shanghai-5,GN10Xp,
GN10X.18XLARGE320,V100,8,72,320,"V100 x8, family GN10X",20.14938,,ap-shanghai,ap-shanghai-5,GN10X,
GN10Xp.20XLARGE320,V100,8,80,320,"V100 x8, family GN10Xp",13.23282,,ap-shanghai,ap-shanghai-5,GN10Xp,
GI3X.8XLARGE64,T4,1,32,64,"T4 x1, family GI3X",1.32894,,ap-shanghai,ap-shanghai-8,GI3X,
GN7.2XLARGE32,T4,1,8,32,"T4 x1, family GN7",1.20474,,ap-shanghai,ap-shanghai-8,GN7,
GN7.8XLARGE128,T4,1,32,128,"T4 x1, family GN7",2.6427,,ap-shanghai,ap-shanghai-8,GN7,
PTX1.7XLARGE116,Tencent Zixiao C100,1,28,116,"Tencent Zixiao C100 x1, family PTX1",1.68084,,ap-shanghai,ap-shanghai-8,PTX1,
PTX1.14XLARGE232,Tencent Zixiao C100,2,56,232,"Tencent Zixiao C100 x2, family PTX1",3.35616,,ap-shanghai,ap-shanghai-8,PTX1,
PTX1.28XLARGE464,Tencent Zixiao C100,4,112,464,"Tencent Zixiao C100 x4, family PTX1",6.70404,,ap-shanghai,ap-shanghai-8,PTX1,
PTX1.56XLARGE928,Tencent Zixiao C100,8,224,928,"Tencent Zixiao C100 x8, family PTX1",13.40118,,ap-shanghai,ap-shanghai-8,PTX1,
GN7.2XLARGE32,T4,1,8,32,"T4 x1, family GN7",0.99222,,ap-singapore,ap-singapore-1,GN7,
GN7.5XLARGE80,T4,1,20,80,"T4 x1, family GN7",1.58562,,ap-singapore,ap-singapore-1,GN7,
GN7.8XLARGE128,T4,1,32,128,"T4 x1, family GN7",2.17764,,ap-singapore,ap-singapore-1,GN7,
GN7.10XLARGE160,T4,2,40,160,"T4 x2, family GN7",3.16572,,ap-singapore,ap-singapore-1,GN7,
GN7.20XLARGE320,T4,4,80,320,"T4 x4, family GN7",6.32868,,ap-singapore,ap-singapore-1,GN7,
GN10X.2XLARGE40,V100,1,8,40,"V100 x1, family GN10X",2.36946,,ap-singapore,ap-singapore-1,GN10X,
GN10Xp.2XLARGE40,V100,1,10,40,"V100 x1, family GN10Xp",2.89662,,ap-singapore,ap-singapore-1,GN10Xp,
GN10Xp.5XLARGE80,V100,2,20,80,"V100 x2, family GN10Xp",5.79048,,ap-singapore,ap-singapore-1,GN10Xp,
GN10X.9XLARGE160,V100,4,36,160,"V100 x4, family GN10X",9.49164,,ap-singapore,ap-singapore-1,GN10X,
GN10Xp.10XLARGE160,V100,4,40,160,"V100 x4, family GN10Xp",11.57544,,ap-singapore,ap-singapore-1,GN10Xp,
GN10X.18XLARGE320,V100,8,72,320,"V100 x8, family GN10X",18.97914,,ap-singapore,ap-singapore-1,GN10X,
GN10Xp.20XLARGE320,V100,8,80,320,"V100 x8, family GN10Xp",23.14674,,ap-singapore,ap-singapore-1,GN10Xp,
GN7.2XLARGE32,T4,1,8,32,"T4 x1, family GN7",0.99222,,ap-singapore,ap-singapore-2,GN7,
GN7.5XLARGE80,T4,1,20,80,"T4 x1, family GN7",1.58562,,ap-singapore,ap-singapore-2,GN7,
GN7.8XLARGE128,T4,1,32,128,"T4 x1, family GN7",2.17764,,ap-singapore,ap-singapore-2,GN7,
GN7.10XLARGE160,T4,2,40,160,"T4 x2, family GN7",3.16572,,ap-singapore,ap-singapore-2,GN7,
GN7.20XLARGE320,T4,4,80,320,"T4 x4, family GN7",6.32868,,ap-singapore,ap-singapore-2,GN7,
GN7.2XLARGE32,T4,1,8,32,"T4 x1, family GN7",0.99222,,ap-singapore,ap-singapore-3,GN7,
GN7.5XLARGE80,T4,1,20,80,"T4 x1, family GN7",1.58562,,ap-singapore,ap-singapore-3,GN7,
GN7.8XLARGE128,T4,1,32,128,"T4 x1, family GN7",2.17764,,ap-singapore,ap-singapore-3,GN7,
GN7.10XLARGE160,T4,2,40,160,"T4 x2, family GN7",3.16572,,ap-singapore,ap-singapore-3,GN7,
GN7.20XLARGE320,T4,4,80,320,"T4 x4, family GN7",6.32868,,ap-singapore,ap-singapore-3,GN7,
GN10Xp.2XLARGE40,V100,1,10,40,"V100 x1, family GN10Xp",2.89662,,ap-singapore,ap-singapore-3,GN10Xp,
GN10Xp.5XLARGE80,V100,2,20,80,"V100 x2, family GN10Xp",5.79048,,ap-singapore,ap-singapore-3,GN10Xp,
GN10Xp.10XLARGE160,V100,4,40,160,"V100 x4, family GN10Xp",11.57544,,ap-singapore,ap-singapore-3,GN10Xp,
GN10Xp.20XLARGE320,V100,8,80,320,"V100 x8, family GN10Xp",23.14674,,ap-singapore,ap-singapore-3,GN10Xp,
GN7.2XLARGE32,T4,1,8,32,"T4 x1, family GN7",1.18956,,ap-singapore,ap-singapore-4,GN7,
GN7.5XLARGE80,T4,1,20,80,"T4 x1, family GN7",1.90164,,ap-singapore,ap-singapore-4,GN7,
GN7.8XLARGE128,T4,1,32,128,"T4 x1, family GN7",2.61234,,ap-singapore,ap-singapore-4,GN7,
GN7.10XLARGE160,T4,2,40,160,"T4 x2, family GN7",3.79776,,ap-singapore,ap-singapore-4,GN7,
GN7.20XLARGE320,T4,4,80,320,"T4 x4, family GN7",7.59138,,ap-singapore,ap-singapore-4,GN7,
GN10Xp.2XLARGE40,V100,1,10,40,"V100 x1, family GN10Xp",2.89662,,ap-singapore,ap-singapore-4,GN10Xp,
GN10Xp.5XLARGE80,V100,2,20,80,"V100 x2, family GN10Xp",5.79048,,ap-singapore,ap-singapore-4,GN10Xp,
GN10Xp.10XLARGE160,V100,4,40,160,"V100 x4, family GN10Xp",11.57544,,ap-singapore,ap-singapore-4,GN10Xp,
GN10Xp.20XLARGE320,V100,8,80,320,"V100 x8, family GN10Xp",23.14674,,ap-singapore,ap-singapore-4,GN10Xp,
GN7.2XLARGE32,T4,1,8,32,"T4 x1, family GN7",0.99222,,ap-tokyo,ap-tokyo-2,GN7,
GN7.5XLARGE80,T4,1,20,80,"T4 x1, family GN7",1.58562,,ap-tokyo,ap-tokyo-2,GN7,
GN7.8XLARGE128,T4,1,32,128,"T4 x1, family GN7",2.17764,,ap-tokyo,ap-tokyo-2,GN7,
GN7.10XLARGE160,T4,2,40,160,"T4 x2, family GN7",3.16572,,ap-tokyo,ap-tokyo-2,GN7,
GN7.20XLARGE320,T4,4,80,320,"T4 x4, family GN7",6.32868,,ap-tokyo,ap-tokyo-2,GN7,
GN10Xp.2XLARGE40,V100,1,10,40,"V100 x1, family GN10Xp",2.89662,,ap-tokyo,ap-tokyo-2,GN10Xp,
GN10Xp.5XLARGE80,V100,2,20,80,"V100 x2, family GN10Xp",5.79048,,ap-tokyo,ap-tokyo-2,GN10Xp,
GN10Xp.10XLARGE160,V100,4,40,160,"V100 x4, family GN10Xp",11.57544,,ap-tokyo,ap-tokyo-2,GN10Xp,
GN10Xp.20XLARGE320,V100,8,80,320,"V100 x8, family GN10Xp",23.14674,,ap-tokyo,ap-tokyo-2,GN10Xp,
GN7.2XLARGE32,T4,1,8,32,"T4 x1, family GN7",1.08192,,eu-frankfurt,eu-frankfurt-1,GN7,
GN7.5XLARGE80,T4,1,20,80,"T4 x1, family GN7",1.72914,,eu-frankfurt,eu-frankfurt-1,GN7,
GN7.8XLARGE128,T4,1,32,128,"T4 x1, family GN7",2.37498,,eu-frankfurt,eu-frankfurt-1,GN7,
GN7.10XLARGE160,T4,2,40,160,"T4 x2, family GN7",3.45276,,eu-frankfurt,eu-frankfurt-1,GN7,
GN7.20XLARGE320,T4,4,80,320,"T4 x4, family GN7",6.90138,,eu-frankfurt,eu-frankfurt-1,GN7,
GN10X.2XLARGE40,V100,1,8,40,"V100 x1, family GN10X",2.5944,,eu-frankfurt,eu-frankfurt-1,GN10X,
GN10Xp.2XLARGE40,V100,1,10,40,"V100 x1, family GN10Xp",2.97942,,eu-frankfurt,eu-frankfurt-1,GN10Xp,
GN10Xp.5XLARGE80,V100,2,20,80,"V100 x2, family GN10Xp",5.9547,,eu-frankfurt,eu-frankfurt-1,GN10Xp,
GN10X.9XLARGE160,V100,4,36,160,"V100 x4, family GN10X",10.41762,,eu-frankfurt,eu-frankfurt-1,GN10X,
GN10Xp.10XLARGE160,V100,4,40,160,"V100 x4, family GN10Xp",11.90664,,eu-frankfurt,eu-frankfurt-1,GN10Xp,
GN10X.18XLARGE320,V100,8,72,320,"V100 x8, family GN10X",20.82972,,eu-frankfurt,eu-frankfurt-1,GN10X,
GN10Xp.20XLARGE320,V100,8,80,320,"V100 x8, family GN10Xp",23.80914,,eu-frankfurt,eu-frankfurt-1,GN10Xp,
GN7.2XLARGE32,T4,1,8,32,"T4 x1, family GN7",0.76866,,na-ashburn,na-ashburn-2,GN7,
GN7.5XLARGE80,T4,1,20,80,"T4 x1, family GN7",1.22682,,na-ashburn,na-ashburn-2,GN7,
GN7.8XLARGE128,T4,1,32,128,"T4 x1, family GN7",1.68498,,na-ashburn,na-ashburn-2,GN7,
GN7.10XLARGE160,T4,2,40,160,"T4 x2, family GN7",2.44812,,na-ashburn,na-ashburn-2,GN7,
GN7.20XLARGE320,T4,4,80,320,"T4 x4, family GN7",4.89072,,na-ashburn,na-ashburn-2,GN7,
GN8.LARGE56,P40,1,6,56,"P40 x1, family GN8",2.14866,,na-siliconvalley,na-siliconvalley-1,GN8,
GN8.3XLARGE112,P40,2,14,112,"P40 x2, family GN8",4.35114,,na-siliconvalley,na-siliconvalley-1,GN8,
GN8.7XLARGE224,P40,4,28,224,"P40 x4, family GN8",8.69676,,na-siliconvalley,na-siliconvalley-1,GN8,
GN8.14XLARGE448,P40,8,56,448,"P40 x8, family GN8",17.38938,,na-siliconvalley,na-siliconvalley-1,GN8,
GN7.2XLARGE32,T4,1,8,32,"T4 x1, family GN7",0.99222,,na-siliconvalley,na-siliconvalley-2,GN7,
GN7.5XLARGE80,T4,1,20,80,"T4 x1, family GN7",1.58562,,na-siliconvalley,na-siliconvalley-2,GN7,
GN7.8XLARGE128,T4,1,32,128,"T4 x1, family GN7",2.17764,,na-siliconvalley,na-siliconvalley-2,GN7,
GN7.10XLARGE160,T4,2,40,160,"T4 x2, family GN7",3.16572,,na-siliconvalley,na-siliconvalley-2,GN7,
GN7.20XLARGE320,T4,4,80,320,"T4 x4, family GN7",6.32868,,na-siliconvalley,na-siliconvalley-2,GN7,
GN10X.2XLARGE40,V100,1,8,40,"V100 x1, family GN10X",2.36946,,na-siliconvalley,na-siliconvalley-2,GN10X,
GN10Xp.2XLARGE40,V100,1,10,40,"V100 x1, family GN10Xp",2.81382,,na-siliconvalley,na-siliconvalley-2,GN10Xp,
GN10Xp.5XLARGE80,V100,2,20,80,"V100 x2, family GN10Xp",5.62488,,na-siliconvalley,na-siliconvalley-2,GN10Xp,
GN10X.9XLARGE160,V100,4,36,160,"V100 x4, family GN10X",9.49164,,na-siliconvalley,na-siliconvalley-2,GN10X,
GN10Xp.10XLARGE160,V100,4,40,160,"V100 x4, family GN10Xp",11.24562,,na-siliconvalley,na-siliconvalley-2,GN10Xp,
GN10X.18XLARGE320,V100,8,72,320,"V100 x8, family GN10X",18.97914,,na-siliconvalley,na-siliconvalley-2,GN10X,
GN10Xp.20XLARGE320,V100,8,80,320,"V100 x8, family GN10Xp",22.48572,,na-siliconvalley,na-siliconvalley-2,GN10Xp,
GN7.2XLARGE32,T4,1,8,32,"T4 x1, family GN7",0.76728,,sa-saopaulo,sa-saopaulo-1,GN7,
GN7.5XLARGE80,T4,1,20,80,"T4 x1, family GN7",1.22544,,sa-saopaulo,sa-saopaulo-1,GN7,
GN7.8XLARGE128,T4,1,32,128,"T4 x1, family GN7",1.6836,,sa-saopaulo,sa-saopaulo-1,GN7,
GN7.10XLARGE160,T4,2,40,160,"T4 x2, family GN7",2.44674,,sa-saopaulo,sa-saopaulo-1,GN7,
GN7.20XLARGE320,T4,4,80,320,"T4 x4, family GN7",4.88934,,sa-saopaulo,sa-saopaulo-1,GN7,
