InstanceType,AcceleratorName,AcceleratorCount,vCPUs,MemoryGiB,GpuInfo,Price,SpotPrice,Region,AvailabilityZone,Generation,Arch
ecs.f3-c16f1.4xlarge,Xilinx VU9p,1,16,64,Xilinx VU9p 64GB,1.460592,0.460782,cn-zhangjiakou,cn-zhangjiakou-a,ecs.f3,X86
ecs.f3-c4f1.xlarge,Xilinx VU9p,1,4,16,Xilinx VU9p 64GB,1.020648,0.32439936,cn-zhangjiakou,cn-zhangjiakou-a,ecs.f3,X86
ecs.f3-c8f1.2xlarge,Xilinx VU9p,1,8,32,Xilinx VU9p 64GB,1.167342,0.3698745,cn-zhangjiakou,cn-zhangjiakou-a,ecs.f3,X86
ecs.ebmgn6i.24xlarge,T4,4,96,384,T4 16GB,8.551032,2.6588184,cn-zhangjiakou,cn-zhangjiakou-b,ecs.ebmgn6i,X86
ecs.gn6i-c16g1.4xlarge,T4,1,16,62,T4 16GB,2.049852,0.6434526,cn-zhangjiakou,cn-zhangjiakou-b,ecs.gn6i,X86
ecs.gn6i-c24g1.6xlarge,T4,1,24,93,T4 16GB,2.146452,0.6733986,cn-zhangjiakou,cn-zhangjiakou-b,ecs.gn6i,X86
ecs.gn6i-c40g1.10xlarge,T4,1,40,155,T4 16GB,1.852098,0.58214886,cn-zhangjiakou,cn-zhangjiakou-b,ecs.gn6i,X86
ecs.gn6i-c4g1.xlarge,T4,1,4,15,T4 16GB,1.455072,0.4590708,cn-zhangjiakou,cn-zhangjiakou-b,ecs.gn6i,X86
ecs.gn6i-c8g1.2xlarge,T4,1,8,31,T4 16GB,1.750392,0.55062,cn-zhangjiakou,cn-zhangjiakou-b,ecs.gn6i,X86
ecs.gn6i-c16g1.4xlarge,T4,1,16,62,T4 16GB,2.049852,0.6434526,cn-zhangjiakou,cn-zhangjiakou-c,ecs.gn6i,X86
ecs.gn6i-c4g1.xlarge,T4,1,4,15,T4 16GB,1.455072,0.4590708,cn-zhangjiakou,cn-zhangjiakou-c,ecs.gn6i,X86
ecs.gn6i-c8g1.2xlarge,T4,1,8,31,T4 16GB,1.750392,0.55062,cn-zhangjiakou,cn-zhangjiakou-c,ecs.gn6i,X86
ecs.sgn6i-vws-m2.xlarge,T4/8,1,4,10,T4/8 2GB,0.22512467,0.05856919,cn-zhangjiakou,cn-zhangjiakou-c,ecs.sgn6i-vws,X86
ecs.sgn6i-vws-m4.2xlarge,T4/4,1,8,16,T4/4 4GB,0.38082334,0.09282289,cn-zhangjiakou,cn-zhangjiakou-c,ecs.sgn6i-vws,X86
ecs.sgn6i-vws-m8.4xlarge,T4/2,1,16,32,T4/2 8GB,0.68647175,0.09932637,cn-zhangjiakou,cn-zhangjiakou-c,ecs.sgn6i-vws,X86
ecs.vgn6i-m16-vws.5xlarge,T4,1,20,92,T4 16GB,1.4194088,0.19460819,cn-zhangjiakou,cn-zhangjiakou-c,ecs.vgn6i-vws,X86
ecs.vgn6i-m4-vws.xlarge,T4/4,1,4,23,T4/4 4GB,0.41818793,0.06444947,cn-zhangjiakou,cn-zhangjiakou-c,ecs.vgn6i-vws,X86
ecs.vgn6i-m8-vws.2xlarge,T4/2,1,10,46,T4/2 8GB,0.7455508,0.10700665,cn-zhangjiakou,cn-zhangjiakou-c,ecs.vgn6i-vws,X86
ecs.ebmgn7e.32xlarge,A100 80G,8,128,1024,A100 80G 80GB,43.0796946,13.36044654,eu-central-1,eu-central-1a,ecs.ebmgn7e,X86
ecs.ebmgn8is.32xlarge,L20,8,128,1024,L20 48GB,24.2780778,2.43529566,eu-central-1,eu-central-1a,ecs.ebmgn8is,X86
ecs.ebmgn9ge.64xlarge,L20N 72G,8,256,2304,L20N 72G 72GB,76.8398214,69.15666864,eu-central-1,eu-central-1a,ecs.ebmgn9ge,X86
ecs.gn7i-c16g1.4xlarge,A10,1,16,60,A10 24GB,2.71097923,0.8461442,eu-central-1,eu-central-1a,ecs.gn7i,X86
ecs.gn7i-c32g1.16xlarge,A10,2,64,376,A10 24GB,6.01422975,1.87015199,eu-central-1,eu-central-1a,ecs.gn7i,X86
ecs.gn7i-c32g1.8xlarge,A10,1,32,188,A10 24GB,3.01127468,0.9392358,eu-central-1,eu-central-1a,ecs.gn7i,X86
ecs.gn7i-c48g1.12xlarge,A10,1,48,310,A10 24GB,3.61186586,1.12541905,eu-central-1,eu-central-1a,ecs.gn7i,X86
ecs.gn7i-c56g1.14xlarge,A10,1,56,346,A10 24GB,4.33257514,1.34883891,eu-central-1,eu-central-1a,ecs.gn7i,X86
ecs.gn7i-c8g1.2xlarge,A10,1,8,30,A10 24GB,2.5608315,0.79959841,eu-central-1,eu-central-1a,ecs.gn7i,X86
ecs.gn8is-2x.8xlarge,L20,2,32,256,L20 48GB,6.68333034,0.87607113,eu-central-1,eu-central-1a,ecs.gn8is,X86
ecs.gn8is-4x.16xlarge,L20,4,64,512,L20 48GB,13.35834149,1.74382251,eu-central-1,eu-central-1a,ecs.gn8is,X86
ecs.gn8is-8x.32xlarge,L20,8,128,1024,L20 48GB,24.28108482,3.16377944,eu-central-1,eu-central-1a,ecs.gn8is,X86
ecs.gn8is.2xlarge,L20,1,8,64,L20 48GB,3.05192465,0.40398842,eu-central-1,eu-central-1a,ecs.gn8is,X86
ecs.gn8is.4xlarge,L20,1,16,128,L20 48GB,3.34582725,0.44219573,eu-central-1,eu-central-1a,ecs.gn8is,X86
ecs.gn8v-2x.12xlarge,H,2,48,256,H 96GB,14.86540002,1.93974014,eu-central-1,eu-central-1a,ecs.gn8v,X86
ecs.gn8v-2x.8xlarge,H,2,32,192,H 96GB,13.82333442,1.80427162,eu-central-1,eu-central-1a,ecs.gn8v,X86
ecs.gn8v-4x.24xlarge,H,4,96,512,H 96GB,29.72217504,3.87112094,eu-central-1,eu-central-1a,ecs.gn8v,X86
ecs.gn8v-4x.8xlarge,H,4,32,384,H 96GB,28.09809582,3.6599906,eu-central-1,eu-central-1a,ecs.gn8v,X86
ecs.gn8v.4xlarge,H,1,16,96,H 96GB,7.03083642,0.92124688,eu-central-1,eu-central-1a,ecs.gn8v,X86
ecs.gn8v.6xlarge,H,1,24,128,H 96GB,7.43686002,0.97402994,eu-central-1,eu-central-1a,ecs.gn8v,X86
ecs.ebmgn8is.32xlarge,L20,8,128,1024,L20 48GB,24.2780778,2.19259796,eu-central-1,eu-central-1c,ecs.ebmgn8is,X86
ecs.gn7i-c16g1.4xlarge,A10,1,16,60,A10 24GB,2.71097923,0.8461442,eu-central-1,eu-central-1c,ecs.gn7i,X86
ecs.gn7i-c32g1.16xlarge,A10,2,64,376,A10 24GB,6.01422975,1.87015199,eu-central-1,eu-central-1c,ecs.gn7i,X86
ecs.gn7i-c32g1.32xlarge,A10,4,128,752,A10 24GB,12.02013948,3.73198396,eu-central-1,eu-central-1c,ecs.gn7i,X86
ecs.gn7i-c32g1.8xlarge,A10,1,32,188,A10 24GB,3.01127468,0.9392358,eu-central-1,eu-central-1c,ecs.gn7i,X86
ecs.gn7i-c48g1.12xlarge,A10,1,48,310,A10 24GB,3.61186586,1.12541905,eu-central-1,eu-central-1c,ecs.gn7i,X86
ecs.gn7i-c56g1.14xlarge,A10,1,56,346,A10 24GB,4.33257514,1.34883891,eu-central-1,eu-central-1c,ecs.gn7i,X86
ecs.gn7i-c8g1.2xlarge,A10,1,8,30,A10 24GB,2.5608315,0.79959841,eu-central-1,eu-central-1c,ecs.gn7i,X86
ecs.gn8is-2x.8xlarge,L20,2,32,256,L20 48GB,6.68333034,0.87607113,eu-central-1,eu-central-1c,ecs.gn8is,X86
ecs.gn8is-4x.16xlarge,L20,4,64,512,L20 48GB,13.35834149,1.74382251,eu-central-1,eu-central-1c,ecs.gn8is,X86
ecs.gn8is-8x.32xlarge,L20,8,128,1024,L20 48GB,24.28108482,3.16377944,eu-central-1,eu-central-1c,ecs.gn8is,X86
ecs.gn8is.2xlarge,L20,1,8,64,L20 48GB,3.05192465,0.2822442,eu-central-1,eu-central-1c,ecs.gn8is,X86
ecs.gn8is.4xlarge,L20,1,16,128,L20 48GB,3.34582725,0.3086954,eu-central-1,eu-central-1c,ecs.gn8is,X86
ecs.sgn7i-vws-m2.xlarge,A10*1/12,1,4,15.5,A10*1/12 2GB,0.27169118,0.04255803,eu-central-1,eu-central-1c,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m2s.xlarge,A10*1/12,1,4,8,A10*1/12 2GB,0.27169118,0.04255803,eu-central-1,eu-central-1c,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m4.2xlarge,A10*1/6,1,8,31,A10*1/6 4GB,0.53506264,0.12420318,eu-central-1,eu-central-1c,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m4s.2xlarge,A10*1/6,1,8,16,A10*1/6 4GB,0.53506264,0.12420318,eu-central-1,eu-central-1c,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m8.4xlarge,A10*1/3,1,16,62,A10*1/3 8GB,1.06180553,0.1452729,eu-central-1,eu-central-1c,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m8s.4xlarge,A10*1/3,1,16,32,A10*1/3 8GB,1.06180553,0.1452729,eu-central-1,eu-central-1c,ecs.sgn7i-vws,X86
ecs.ebmgn7i.32xlarge,A10,4,128,768,A10 24GB,9.84250224,3.05648196,us-east-1,us-east-1a,ecs.ebmgn7i,X86
ecs.gn5-c4g1.xlarge,P100,1,4,30,P100 16GB,1.49671046,0.20126306,us-east-1,us-east-1a,ecs.gn5,X86
ecs.gn5-c8g1.2xlarge,P100,1,8,60,P100 16GB,1.80169046,0.18709046,us-east-1,us-east-1a,ecs.gn5,X86
ecs.gn5-c8g1.4xlarge,P100,2,16,120,P100 16GB,3.59707033,0.29484086,us-east-1,us-east-1a,ecs.gn5,X86
ecs.gn6i-c16g1.4xlarge,T4,1,16,62,T4 16GB,1.61953046,0.50736086,us-east-1,us-east-1a,ecs.gn6i,X86
ecs.gn6i-c24g1.6xlarge,T4,1,24,93,T4 16GB,2.05561046,0.64254566,us-east-1,us-east-1a,ecs.gn6i,X86
ecs.gn6i-c40g1.10xlarge,T4,1,40,155,T4 16GB,2.69041046,0.83933366,us-east-1,us-east-1a,ecs.gn6i,X86
ecs.gn6i-c4g1.xlarge,T4,1,4,15,T4 16GB,1.08271046,0.34094666,us-east-1,us-east-1a,ecs.gn6i,X86
ecs.gn6i-c8g1.2xlarge,T4,1,8,31,T4 16GB,1.26073046,0.39613286,us-east-1,us-east-1a,ecs.gn6i,X86
ecs.gn7i-2x.8xlarge,A10,2,32,128,A10 24GB,3.07853201,0.95965131,us-east-1,us-east-1a,ecs.gn7i,X86
ecs.gn7i-c16g1.4xlarge,A10,1,16,60,A10 24GB,2.22052295,0.69366855,us-east-1,us-east-1a,ecs.gn7i,X86
ecs.gn7i-c32g1.16xlarge,A10,2,64,376,A10 24GB,4.92509608,1.53208635,us-east-1,us-east-1a,ecs.gn7i,X86
ecs.gn7i-c32g1.8xlarge,A10,1,32,188,A10 24GB,2.46639341,0.76988838,us-east-1,us-east-1a,ecs.gn7i,X86
ecs.gn7i-c48g1.12xlarge,A10,1,48,310,A10 24GB,2.95813391,0.92232791,us-east-1,us-east-1a,ecs.gn7i,X86
ecs.gn7i-c56g1.14xlarge,A10,1,56,346,A10 24GB,3.5482226,1.10525539,us-east-1,us-east-1a,ecs.gn7i,X86
ecs.gn7i-c8g1.2xlarge,A10,1,8,30,A10 24GB,2.09758786,0.65555869,us-east-1,us-east-1a,ecs.gn7i,X86
ecs.gn8is-2x.8xlarge,L20,2,32,256,L20 48GB,4.75712441,0.86258864,us-east-1,us-east-1a,ecs.gn8is,X86
ecs.gn8is-4x.16xlarge,L20,4,64,512,L20 48GB,9.50655918,1.71748687,us-east-1,us-east-1a,ecs.gn8is,X86
ecs.gn8is-8x.32xlarge,L20,8,128,1024,L20 48GB,17.27835969,3.11641122,us-east-1,us-east-1a,ecs.gn8is,X86
ecs.gn8is.2xlarge,L20,1,8,64,L20 48GB,2.17601036,0.39798807,us-east-1,us-east-1a,ecs.gn8is,X86
ecs.gn8is.4xlarge,L20,1,16,128,L20 48GB,2.38240909,0.43513981,us-east-1,us-east-1a,ecs.gn8is,X86
ecs.gn5-c28g1.7xlarge,P100,1,28,112,P100 16GB,2.84911033,0.26341826,us-east-1,us-east-1b,ecs.gn5,X86
ecs.gn5-c4g1.xlarge,P100,1,4,30,P100 16GB,1.49671046,0.14170226,us-east-1,us-east-1b,ecs.gn5,X86
ecs.gn5-c8g1.2xlarge,P100,1,8,60,P100 16GB,1.80169046,0.16915046,us-east-1,us-east-1b,ecs.gn5,X86
ecs.gn6e-c12g1.12xlarge,V100,4,48,368,V100 32GB,10.73180874,2.36699629,us-east-1,us-east-1b,ecs.gn6e,X86
ecs.gn6e-c12g1.24xlarge,V100,8,96,736,V100 32GB,21.45592536,4.72630266,us-east-1,us-east-1b,ecs.gn6e,X86
ecs.gn6e-c12g1.3xlarge,V100,1,12,92,V100 32GB,2.68875446,0.59752454,us-east-1,us-east-1b,ecs.gn6e,X86
ecs.gn6i-c16g1.4xlarge,T4,1,16,62,T4 16GB,1.61953046,0.50736086,us-east-1,us-east-1b,ecs.gn6i,X86
ecs.gn6i-c24g1.12xlarge,T4,2,48,186,T4 16GB,4.10491046,1.27782866,us-east-1,us-east-1b,ecs.gn6i,X86
ecs.gn6i-c24g1.24xlarge,T4,4,96,372,T4 16GB,8.20351074,2.54839453,us-east-1,us-east-1b,ecs.gn6i,X86
ecs.gn6i-c24g1.6xlarge,T4,1,24,93,T4 16GB,2.05561046,0.64254566,us-east-1,us-east-1b,ecs.gn6i,X86
ecs.gn6i-c40g1.10xlarge,T4,1,40,155,T4 16GB,2.69041046,0.83933366,us-east-1,us-east-1b,ecs.gn6i,X86
ecs.gn6i-c4g1.xlarge,T4,1,4,15,T4 16GB,1.08271046,0.34094666,us-east-1,us-east-1b,ecs.gn6i,X86
ecs.gn6i-c8g1.2xlarge,T4,1,8,31,T4 16GB,1.26073046,0.39613286,us-east-1,us-east-1b,ecs.gn6i,X86
ecs.gn6v-c8g1.16xlarge,V100,8,64,256,V100 16GB,20.16673074,6.25699273,us-east-1,us-east-1b,ecs.gn6v,X86
ecs.gn6v-c8g1.2xlarge,V100,1,8,32,V100 16GB,2.52757033,0.33527486,us-east-1,us-east-1b,ecs.gn6v,X86
ecs.gn6v-c8g1.4xlarge,V100,2,16,64,V100 16GB,5.04745074,1.11643766,us-east-1,us-east-1b,ecs.gn6v,X86
ecs.gn6v-c8g1.8xlarge,V100,4,32,128,V100 16GB,10.08721019,2.225185,us-east-1,us-east-1b,ecs.gn6v,X86
ecs.gn7i-2x.8xlarge,A10,2,32,128,A10 24GB,3.07853201,0.95965131,us-east-1,us-east-1b,ecs.gn7i,X86
ecs.gn7i-4x.16xlarge,A10,4,64,256,A10 24GB,6.14937025,1.91161119,us-east-1,us-east-1b,ecs.gn7i,X86
ecs.gn7i-4x.8xlarge,A10,4,32,128,A10 24GB,4.91074877,1.52763847,us-east-1,us-east-1b,ecs.gn7i,X86
ecs.gn7i-c16g1.4xlarge,A10,1,16,60,A10 24GB,2.22052295,0.69366855,us-east-1,us-east-1b,ecs.gn7i,X86
ecs.gn7i-c32g1.16xlarge,A10,2,64,376,A10 24GB,4.92509608,1.53208635,us-east-1,us-east-1b,ecs.gn7i,X86
ecs.gn7i-c32g1.8xlarge,A10,1,32,188,A10 24GB,2.46639341,0.76988838,us-east-1,us-east-1b,ecs.gn7i,X86
ecs.gn7i-c48g1.12xlarge,A10,1,48,310,A10 24GB,2.95813391,0.92232791,us-east-1,us-east-1b,ecs.gn7i,X86
ecs.gn7i-c56g1.14xlarge,A10,1,56,346,A10 24GB,3.5482226,1.10525539,us-east-1,us-east-1b,ecs.gn7i,X86
ecs.gn7i-c8g1.2xlarge,A10,1,8,30,A10 24GB,2.09758786,0.65555869,us-east-1,us-east-1b,ecs.gn7i,X86
ecs.gn8is-2x.8xlarge,L20,2,32,256,L20 48GB,4.75712441,0.86258864,us-east-1,us-east-1b,ecs.gn8is,X86
ecs.gn8is.2xlarge,L20,1,8,64,L20 48GB,2.17601036,0.39798807,us-east-1,us-east-1b,ecs.gn8is,X86
ecs.gn8is.4xlarge,L20,1,16,128,L20 48GB,2.38240909,0.43513981,us-east-1,us-east-1b,ecs.gn8is,X86
ecs.sgn7i-vws-m2.xlarge,A10*1/12,1,4,15.5,A10*1/12 2GB,0.22797503,0.03632746,us-east-1,us-east-1b,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m2s.xlarge,A10*1/12,1,4,8,A10*1/12 2GB,0.22797503,0.03632746,us-east-1,us-east-1b,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m4.2xlarge,A10*1/6,1,8,31,A10*1/6 4GB,0.4482596,0.06496445,us-east-1,us-east-1b,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m4s.2xlarge,A10*1/6,1,8,16,A10*1/6 4GB,0.4482596,0.06496445,us-east-1,us-east-1b,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m8.4xlarge,A10*1/3,1,16,62,A10*1/3 8GB,0.88882879,0.12223844,us-east-1,us-east-1b,ecs.sgn7i-vws,X86
ecs.sgn7i-vws-m8s.4xlarge,A10*1/3,1,16,32,A10*1/3 8GB,0.88882879,0.12223844,us-east-1,us-east-1b,ecs.sgn7i-vws,X86
